id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo
2015_mal_682,1.0,malambo,682.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,media,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_mal_683,1.0,malambo,683.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,técnica/tecnológica,0.0,2.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_mal_684,1.0,malambo,684.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,básica primaria,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_mal_685,2.0,malambo,685.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,si,0.0,básica secundaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,no,no,si,no,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,no,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_mal_686,2.0,malambo,686.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,no,0.0,técnica/tecnológica,0.0,2.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,a veces,a veces,raramente,a veces,no
2015_mal_687,1.0,malambo,687.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,si,1.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,menos de 1 salario mínimo,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_mal_688,2.0,malambo,688.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,si,no,nunca,mejor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_mal_689,1.0,malambo,689.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,4.0,no,0.0,universitaria,0.0,3.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,si,si,no,no,no,no,no,raramente,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,raramente,raramente,raramente,raramente,si
2015_mal_690,1.0,malambo,690.0,5.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,si,no,no,no,no,no,no,no,si,si,no,nunca,peor,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,raramente,raramente,raramente,no
2015_mal_691,1.0,malambo,691.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,básica secundaria,0.0,0.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,si,nunca,raramente,raramente,raramente,si
2015_mal_692,2.0,malambo,692.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,no,0.0,básica secundaria,0.0,2.0,no,apartamento,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,si,no,si,no,no,nunca,igual,no,no,control sobre todas las decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_mal_693,1.0,malambo,693.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,no,0.0,básica secundaria,0.0,1.0,no,apartamento,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,no,no,no,no,no,no,no,no,si,si,no,raramente,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,raramente,raramente,no
2015_mal_694,1.0,malambo,694.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,si,si,si,no,nunca,peor,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,si,nunca,nunca,nunca,nunca,no
2015_mal_695,1.0,malambo,695.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,no,2.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,si,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,raramente,raramente,no
2015_gal_696,1.0,galapa,696.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,no,1.0,técnica/tecnológica,0.0,0.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,nunca,nunca,no
2015_gal_697,1.0,galapa,697.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,1.0,técnica/tecnológica,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,a veces,a veces,raramente,a veces,no
2015_gal_698,2.0,galapa,698.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,no,2.0,técnica/tecnológica,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,no,si,si,no,raramente,igual,si,si,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,raramente,nunca,nunca,no
2015_gal_699,1.0,galapa,699.0,6.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,no,1.0,universitaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,si,no,no,no,no,si,no,si,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,a veces,raramente,raramente,no
2015_gal_700,1.0,galapa,700.0,8.0,2.0,6.0,1.0,1.0,3.0,0.0,4.0,si,4.0,básica secundaria,0.0,1.0,no,casa,5.0,no,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,si,no,no,no,si,si,no,si,si,no,raramente,igual,si,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,no,a veces,a veces,raramente,nunca,no
2015_gal_701,1.0,galapa,701.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,2.0,universitaria,0.0,1.0,no,apartamento,3.0,no,no,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,si,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,a veces,nunca,nunca,no
2015_gal_702,1.0,galapa,702.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,no,no,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,mejor,si,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,a veces,a menudo,nunca,nunca,no
2015_gal_703,1.0,galapa,703.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,1.0,media,0.0,1.0,si,casa,3.0,no,si,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,no,no,si,no,no,raramente,igual,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,a veces,raramente,raramente,no
2015_gal_704,2.0,galapa,704.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,1.0,media,0.0,1.0,no,casa,5.0,no,si,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,si,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,raramente,raramente,raramente,no
2015_gal_705,1.0,galapa,705.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,1.0,técnica/tecnológica,0.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,raramente,mejor,si,si,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,a veces,nunca,nunca,no
2015_gal_706,1.0,galapa,706.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,media,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,si,si,no,si,no,no,raramente,igual,si,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,más de 5 salarios mínimos,2.0,si,raramente,a veces,raramente,nunca,si
2015_gal_709,1.0,galapa,709.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,si,0.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,si,si,si,no,si,no,no,raramente,igual,si,si,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,más de 5 salarios mínimos,3.0,si,raramente,raramente,raramente,raramente,no
2015_gal_710,1.0,galapa,710.0,7.0,3.0,4.0,1.0,1.0,3.0,0.0,4.0,no,4.0,universitaria,0.0,2.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,si,no,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,a veces,a veces,nunca,nunca,no
2015_gal_711,2.0,galapa,711.0,6.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,no,1.0,técnica/tecnológica,0.0,1.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,no,no,si,si,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_gal_712,1.0,galapa,712.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_gal_713,1.0,galapa,713.0,5.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en usufructo,bastante feliz,satisfecho,más de 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_gal_714,1.0,galapa,714.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,a menudo,peor,no,si,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,posesión sin titulo o propiedad colectiva,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,a veces,nunca,a veces,raramente,no
2015_gal_715,1.0,galapa,715.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,básica secundaria,0.0,3.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_gal_716,2.0,galapa,716.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1.0,técnica/tecnológica,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,no,si,si,no,si,no,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,si,nunca,raramente,raramente,nunca,no
2015_gal_717,1.0,galapa,717.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,no,1.0,media,0.0,1.0,no,cuarto(s) en arriendo,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,no muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,no,raramente,raramente,raramente,raramente,no
2015_gal_718,1.0,galapa,718.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,universitaria,0.0,1.0,no,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_gal_719,1.0,galapa,719.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,si,2.0,media,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca,no
2015_gal_720,2.0,galapa,720.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,no,0.0,básica secundaria,0.0,2.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,si,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca,no
2015_gal_721,1.0,galapa,721.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,media,0.0,2.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,si,si,si,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,más de 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_gal_723,2.0,galapa,723.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca,no
2015_gal_724,2.0,galapa,724.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,técnica/tecnológica,0.0,2.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,más de 5 salarios mínimos,3.0,no,nunca,raramente,raramente,raramente,no
2015_gal_725,1.0,galapa,725.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,2.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,si,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,raramente,raramente,raramente,no
2015_gal_726,1.0,galapa,726.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,no,0.0,universitaria,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca,no
2015_gal_727,2.0,galapa,727.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,no,1.0,media,0.0,4.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,no,si,control sobre la mayoría de decisiones,muy probable,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarrendada,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente,no
2015_gal_728,2.0,galapa,728.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,técnica/tecnológica,0.0,2.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,si,no,no,no,si,si,si,si,no,raramente,igual,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente,si
