id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar
2016_mal_639,1.0,malambo,639.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,técnica/tecnológica,0.0,2.0,no,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,a veces,igual,no,si,control sobre la mayoría de decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,a veces,a veces,a veces,a veces
2016_mal_640,1.0,malambo,640.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,media,0.0,4.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,no,nunca,mejor,si,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca
2016_mal_641,2.0,malambo,641.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,no,0.0,media,0.0,1.0,no,apartamento,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,si,no,control sobre algunas decisiones,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,no,raramente,raramente,raramente,raramente
2016_mal_642,1.0,malambo,642.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,no,1.0,técnica/tecnológica,0.0,3.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,si,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca
2016_mal_643,1.0,malambo,643.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,técnica/tecnológica,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,si,no,si,no,no,a menudo,peor,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,a veces,a veces,nunca,nunca
2016_mal_644,1.0,malambo,644.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,no,0.0,universitaria,0.0,1.0,si,casa,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,no,no,si,si,no,nunca,mejor,si,si,control sobre algunas decisiones,si,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,no,nunca,nunca,nunca,nunca
2016_mal_645,1.0,malambo,645.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,nunca,peor,no,no,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca
2016_mal_646,1.0,malambo,646.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,no,0.0,básica primaria,0.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,no,si,no,no,no,no,no,no,si,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca
2016_mal_647,1.0,malambo,647.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,no,si,no,no,no,no,no,no,si,si,no,no,raramente,mejor,si,si,control sobre la mayoría de decisiones,si,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente
2016_mal_648,1.0,malambo,648.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,técnica/tecnológica,0.0,0.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,si,no,nunca,igual,si,no,control sobre todas las decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca
2016_mal_649,1.0,malambo,649.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,no,0.0,técnica/tecnológica,0.0,2.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,nunca,igual,si,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,nunca,nunca,nunca,nunca
2016_mal_650,1.0,malambo,650.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,media,0.0,1.0,no,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,peor,no,no,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,nunca,nunca,nunca
2016_mal_651,1.0,malambo,651.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,si,0.0,técnica/tecnológica,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,si,si,no,no,raramente,peor,no,si,control sobre la mayoría de decisiones,si,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,raramente,nunca,nunca
2016_mal_652,1.0,malambo,652.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,no,2.0,técnica/tecnológica,0.0,1.0,no,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,raramente,peor,no,no,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,raramente,nunca,nunca,nunca
2016_mal_653,1.0,malambo,653.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,0.0,básica secundaria,0.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,si,no,no,no,no,no,no,si,no,no,a veces,mejor,no,si,control sobre algunas decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,raramente,nunca,nunca,nunca
2016_mal_654,1.0,malambo,654.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,universitaria,0.0,1.0,no,casa,4.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,no,si,no,no,nunca,igual,si,no,control sobre la mayoría de decisiones,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca
2016_mal_655,1.0,malambo,655.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,no,0.0,técnica/tecnológica,0.0,2.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,peor,si,si,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca
2016_mal_656,2.0,malambo,656.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,no,0.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,nunca,nunca,nunca
2016_mal_657,1.0,malambo,657.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,no,0.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,si,no,si,no,si,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,raramente,nunca,nunca,nunca
2016_mal_658,1.0,malambo,658.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,1.0,media,0.0,4.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,no,si,no,no,no,no,si,si,si,no,no,raramente,peor,no,si,control sobre todas las decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,nunca,nunca,nunca,nunca
2016_mal_659,1.0,malambo,659.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,media,0.0,1.0,no,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,no,no,si,no,no,no,si,no,no,a veces,igual,si,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,a veces,a veces,a veces,a veces
2016_mal_660,1.0,malambo,660.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,no,1.0,universitaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,nunca,nunca,nunca,nunca
2016_mal_661,1.0,malambo,661.0,5.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,no,0.0,media,0.0,3.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,si,si,no,si,no,no,a veces,peor,si,no,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,a veces,nunca,nunca,nunca
2016_mal_662,1.0,malambo,662.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,no,1.0,universitaria,0.0,0.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,no,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,nunca,nunca,nunca,nunca
2016_mal_663,1.0,malambo,663.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,no,0.0,básica primaria,0.0,0.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,nunca,peor,si,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca
2016_mal_664,1.0,malambo,664.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,si,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca
2016_mal_665,1.0,malambo,665.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,apartamento,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,si,si,control sobre algunas decisiones,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,a menudo,a menudo,a menudo,a menudo
2016_mal_666,1.0,malambo,666.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,si,1.0,básica secundaria,0.0,0.0,no,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,no,no,no,no,no,no,no,no,si,no,no,a veces,peor,si,no,control sobre algunas decisiones,no,menos de 1 salario mínimo,si,en arriendo o subarriendo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,nunca,a veces,a veces,raramente
2016_mal_667,1.0,malambo,667.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,media,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,nunca,igual,si,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca
2016_mal_668,1.0,malambo,668.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,no,0.0,media,0.0,0.0,no,casa,4.0,si,si,si,si,"tierra, arena","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,a veces,peor,si,si,control sobre la mayoría de decisiones,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,a veces,a veces,a veces,a veces
2016_mal_669,3.0,malambo,669.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,6.0,no,1.0,técnica/tecnológica,0.0,4.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,no,si,si,si,no,no,nunca,igual,si,no,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca
2016_mal_670,1.0,malambo,670.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,si,no,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,raramente,raramente,raramente
2016_mal_671,1.0,malambo,671.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,técnica/tecnológica,0.0,1.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,si,si,no,no,no,no,no,no,si,no,no,nunca,igual,si,no,ningún control,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,no,raramente,nunca,nunca,nunca
2016_mal_672,1.0,malambo,672.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,no,3.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,no,no,no,no,no,no,no,no,si,no,no,raramente,peor,no,no,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,no,a veces,a veces,raramente,a veces
2016_mal_673,1.0,malambo,673.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,media,0.0,1.0,no,casa,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,no,no,no,si,si,no,no,no,no,no,no,si,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,si,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,raramente,nunca,nunca
2016_mal_674,1.0,malambo,674.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,técnica/tecnológica,0.0,2.0,si,casa,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,si,si,no,raramente,mejor,si,si,control sobre la mayoría de decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,raramente,nunca,raramente
2016_mal_675,1.0,malambo,675.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,no,0.0,básica secundaria,0.0,0.0,si,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,no,no,no,si,no,no,no,no,no,no,no,si,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,no,a veces,raramente,nunca,raramente
2016_mal_676,1.0,malambo,676.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,no,0.0,básica secundaria,0.0,0.0,no,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,no,no,no,no,no,no,no,no,no,si,no,no,raramente,peor,no,no,control sobre la mayoría de decisiones,si,menos de 1 salario mínimo,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,no,raramente,a veces,raramente,raramente
2016_mal_677,3.0,malambo,677.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,si,no,raramente,igual,no,no,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,raramente,raramente,siempre,nunca
2016_gal_678,2.0,galapa,678.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,media,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,nunca,peor,no,si,control sobre algunas decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,no,nunca,nunca,nunca,nunca
2016_gal_679,2.0,galapa,679.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,no,0.0,básica secundaria,0.0,0.0,no,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,siempre,peor,no,no,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,no,siempre,siempre,siempre,siempre
2016_gal_680,1.0,galapa,680.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,no,0.0,media,0.0,1.0,si,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,no,control sobre todas las decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,raramente,nunca,nunca
2016_gal_681,1.0,galapa,681.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,no,0.0,media,0.0,2.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,no,no,no,no,no,no,si,no,si,no,no,siempre,peor,no,no,control sobre muy pocas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,a veces,siempre,siempre,siempre
2016_gal_682,1.0,galapa,682.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,media,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,siempre,mejor,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,no,raramente,raramente,raramente,nunca
2016_gal_683,2.0,galapa,683.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,no,0.0,básica secundaria,0.0,3.0,si,casa,5.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,si,no,a menudo,igual,no,no,control sobre todas las decisiones,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,no,a menudo,a menudo,raramente,raramente
2016_gal_684,1.0,galapa,684.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,no,0.0,universitaria,0.0,4.0,si,casa,6.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,no,no,a veces,peor,no,si,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,no,a veces,nunca,nunca,nunca
2016_gal_685,1.0,galapa,685.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,no,0.0,técnica/tecnológica,0.0,2.0,si,casa,6.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,no,si,no,no,si,no,no,nunca,igual,si,no,control sobre algunas decisiones,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,si,nunca,nunca,nunca,nunca
