id_vivienda,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes
2014_gal_152351,galapa,152351.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_gal_252361,galapa,252361.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,no,2.0,básica secundaria,0.0,1.0,si,casa,3.0,no,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,si,si,si,si,no,no,no,no,si,no,si,no,no,raramente,mejor,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_743189,barranquilla,743189.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,si,1.0,básica secundaria,1.0,2.0,no,casa,5.0,si,si,si,si,"tierra, arena","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,a veces,mejor,no,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos
2014_bar_55119,barranquilla,55119.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,no,0.0,universitaria,0.0,3.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_bar_73681,barranquilla,73681.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,1.0,universitaria,1.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,raramente,mejor,si,control sobre la mayoría de decisiones,muy poco probable,no,entre 1 y 2 salarios mínimos,no,en arriendo o subarriendo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos
2014_bar_743174,barranquilla,743174.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,básica secundaria,0.0,1.0,no,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,si,no,no,si,no,si,si,no,raramente,peor,no,control sobre muy pocas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_555101,barranquilla,555101.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,si,2.0,básica secundaria,0.0,2.0,si,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,si,no,no,nunca,mejor,no,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos
2014_bar_985101,barranquilla,985101.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,1.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,no,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_bar_699127,barranquilla,699127.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,no,0.0,básica secundaria,1.0,2.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,no,no,si,no,no,a veces,peor,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_99437,barranquilla,99437.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,no,2.0,básica secundaria,1.0,2.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,si,no,no,no,no,si,no,si,no,no,a veces,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos
2014_bar_5513101,barranquilla,5513101.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,1.0,básica secundaria,1.0,1.0,si,apartamento,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,si,no,a veces,mejor,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_632112,barranquilla,632112.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,si,2.0,universitaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,si,no,no,si,no,no,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_735548,barranquilla,735548.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,si,0.0,básica secundaria,1.0,2.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,mejor,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_735485,barranquilla,735485.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,apartamento,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,control sobre muy pocas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_687510,barranquilla,687510.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,no,2.0,básica secundaria,1.0,2.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_75779,barranquilla,75779.0,10.0,5.0,5.0,1.0,1.0,2.0,2.0,6.0,si,1.0,básica secundaria,2.0,3.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,a veces,igual,no,control sobre todas las decisiones,algo probable,si,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_bar_72852,barranquilla,72852.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,no,1.0,básica secundaria,1.0,1.0,no,casa,3.0,no,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,si,no,no,no,no,no,no,no,si,si,no,a menudo,peor,no,control sobre todas las decisiones,muy probable,si,menos de 1 salario mínimo,no,"propia, totalmente pagada",no muy feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_bar_6910102,barranquilla,6910102.0,8.0,2.0,6.0,1.0,1.0,2.0,2.0,4.0,si,2.0,básica secundaria,6.0,3.0,si,casa,5.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_bar_98654,barranquilla,98654.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,si,0.0,preescolar,0.0,0.0,no,casa,3.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,nunca,igual,si,control sobre muy pocas decisiones,poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_86962,barranquilla,86962.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,universitaria,0.0,1.0,no,casa,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,nunca,mejor,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,muy satisfecho,más de 5 salarios mínimos
2014_bar_86959,barranquilla,86959.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,1.0,universitaria,0.0,2.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,no,control sobre algunas decisiones,muy probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_bar_75786,barranquilla,75786.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,básica secundaria,3.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,si,control sobre todas las decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos
2014_bar_63923,barranquilla,63923.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,universitaria,0.0,1.0,si,apartamento,2.0,no,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,si,no,no,no,no,no,si,no,si,no,no,raramente,igual,no,control sobre la mayoría de decisiones,muy probable,no,entre 2 y 5 salarios mínimos,no,en arriendo o subarriendo,bastante feliz,satisfecho,más de 5 salarios mínimos
2014_bar_382433,barranquilla,382433.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,no,0.0,universitaria,1.0,3.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,si,no,no,si,no,no,nunca,igual,no,control sobre la mayoría de decisiones,muy probable,no,más de 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,más de 5 salarios mínimos
2014_bar_97940,barranquilla,97940.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,2.0,media,0.0,1.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","madera burda, tabla, tablón, bahareque",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,control sobre muy pocas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_779160,barranquilla,779160.0,7.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,si,4.0,básica secundaria,1.0,3.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,mejor,si,control sobre todas las decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,muy satisfecho,más de 5 salarios mínimos
2014_gal_161520,galapa,161520.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,no,no,raramente,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos
2014_gal_161614,galapa,161614.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_gal_472436,galapa,472436.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,básica secundaria,0.0,1.0,si,casa,3.0,no,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",electricidad,si,no,si,si,si,no,no,no,no,no,no,si,si,no,raramente,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_gal_153696,galapa,153696.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_gal_16362,galapa,16362.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,si,no,si,si,no,raramente,peor,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_gal_16320,galapa,16320.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,si,si,si,si,si,no,nunca,igual,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_gal_121563,galapa,121563.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,si,si,si,no,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,no,no,raramente,igual,no,control sobre algunas decisiones,poco probable,no,menos de 1 salario mínimo,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_726416,barranquilla,726416.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,no,2.0,universitaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,si,no,nunca,mejor,si,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",muy feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_752532,barranquilla,752532.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,media,0.0,1.0,si,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,si,si,nunca,igual,no,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_91567,barranquilla,91567.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,1.0,universitaria,0.0,1.0,no,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,no,no,raramente,peor,no,control sobre todas las decisiones,muy probable,si,entre 1 y 2 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_641654,barranquilla,641654.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,no,1.0,universitaria,1.0,0.0,no,apartamento,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,no,no,si,no,no,raramente,mejor,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos
2014_bar_433873,barranquilla,433873.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,media,0.0,1.0,no,apartamento,2.0,si,si,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,si,no,nunca,igual,no,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_sol_661746,soledad,661746.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,universitaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,nunca,igual,si,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_sol_651786,soledad,651786.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,si,0.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,si,si,no,nunca,igual,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_bar_5823102,barranquilla,5823102.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,no,3.0,universitaria,0.0,2.0,si,casa,5.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,si,no,raramente,igual,si,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_bar_101821,barranquilla,101821.0,8.0,3.0,5.0,1.0,1.0,2.0,0.0,5.0,no,3.0,universitaria,0.0,5.0,si,casa,6.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,si,no,si,si,si,no,no,raramente,igual,no,control sobre todas las decisiones,algo probable,no,entre 2 y 5 salarios mínimos,no,"propia, totalmente pagada",bastante feliz,muy satisfecho,más de 5 salarios mínimos
2014_sol_651782,soledad,651782.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,si,1.0,universitaria,0.0,3.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,si,no,nunca,igual,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_sol_502609,soledad,502609.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,no,2.0,universitaria,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,si,no,no,si,si,si,si,no,nunca,igual,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_sol_4128121,soledad,4128121.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,1.0,universitaria,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,si,control sobre algunas decisiones,algo probable,si,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
2014_sol_471474,soledad,471474.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,universitaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_sol_233713,soledad,233713.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,universitaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,si,no,si,no,si,si,no,nunca,igual,si,control sobre la mayoría de decisiones,algo probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_sol_461463,soledad,461463.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,universitaria,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,si,no,si,si,no,nunca,igual,no,control sobre algunas decisiones,poco probable,no,entre 2 y 5 salarios mínimos,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_sol_461489,soledad,461489.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,básica secundaria,0.0,1.0,si,casa,4.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos
2014_sol_136763,soledad,136763.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,no,2.0,media,0.0,1.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,si,no,si,si,no,nunca,igual,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos
